,Set,precision,recall,fscore
0,Glass Bagging est=10 bootstrap: True max_depth: 5 Fold:8,0.7854810685227778,0.6542048229548231,0.6184317512310945
0,Glass Bagging est=10 bootstrap: True max_depth: 5 Fold:10,0.7617917652501228,0.6382289510006902,0.6058020070807042
0,Glass Bagging est=10 bootstrap: False max_depth: 5 Fold:8,0.7542117126081679,0.6361267269253381,0.6025648369415652
0,Glass Bagging est=10 bootstrap: False max_depth: None Fold:8,0.7386057838521,0.6313864087301589,0.6006370715643159
0,Glass Bagging est=10 bootstrap: False max_depth: 5 Fold:10,0.7604188512291206,0.6356704336323903,0.6001387732488888
0,Glass Bagging est=10 bootstrap: False max_depth: None Fold:10,0.7383742091461546,0.62888198757764,0.5982555186985804
0,Glass Bagging est=10 bootstrap: False max_depth: None Fold:5,0.7382566848527555,0.6275490520282189,0.5961325406685009
0,Glass Bagging est=10 bootstrap: False max_depth: 5 Fold:5,0.7461020535624125,0.628029336734694,0.5959724825818472
0,Glass Bagging est=10 bootstrap: True max_depth: None Fold:10,0.7402320700497091,0.6272673682999772,0.5957519671635565
0,Glass Bagging est=10 bootstrap: True max_depth: None Fold:5,0.7412789713462751,0.6258826296841762,0.5955125477027073
0,Glass Bagging est=10 bootstrap: True max_depth: None Fold:8,0.7400328544759828,0.6265384857646763,0.5945111527529466
0,Glass Bagging est=10 bootstrap: False max_depth: 10 Fold:10,0.7406417157814114,0.6247660024154591,0.5941429918831369
0,Glass Bagging est=10 bootstrap: False max_depth: 10 Fold:8,0.7384374212161039,0.62397527100271,0.5919606206676225
0,Glass Bagging est=10 bootstrap: True max_depth: 10 Fold:5,0.7446158664861632,0.6252327782965039,0.5910367834982787
0,Glass Bagging est=10 bootstrap: True max_depth: 10 Fold:10,0.7409431208476345,0.6204925810904073,0.588870398979383
0,Glass Bagging est=10 bootstrap: False max_depth: 10 Fold:5,0.7385447765562897,0.6210867117117116,0.5887018597286815
0,Glass Bagging est=10 bootstrap: True max_depth: 10 Fold:8,0.7361053564597876,0.6204852703793383,0.5863314942904271
0,Glass Bagging est=10 bootstrap: True max_depth: 5 Fold:5,0.7577626301416626,0.598154761904762,0.5537759207750601
